"nome","id","cidade","url","av","ap","pa","es","lat","long","nomeAux","endereco","localidade","cp","email","time","fone","recolhas"
"Intermarché Contact Paredes de Coura","8959","Paredes de Coura","https://www.intermarche.pt/lojas/viana-do-castelo/01315-paredes-de-coura/","False","False","False","False","41.912359","-8.556599","Intermarché Paredes de Coura","Campo dos Reis-Rende","Paredes de Coura","4940-533 Paredes de Coura","districoura@gmail.com","Segunda a Sábado: 9h00 às 20h00 - Domingo: 9h00 às 14h00 - ","251781017",FALSE
"Intermarché Super Ponte de Lima","8960","Ponte de Lima","https://www.intermarche.pt/lojas/viana-do-castelo/02797-ponte-de-lima/","False","False","False","True","41.754597","-8.585214","Intermarché Ponte de Lima","Rua da Cancinhola, 74 - Feitosa","Ponte de Lima","4990-348 Ponte de Lima","distrilima@gmail.com","Segunda a Domingo: 9h00 às 21h00 - ","258909660",FALSE
"Intermarché Super Valença","8964","Valença","https://www.intermarche.pt/lojas/viana-do-castelo/08738-valenca/","True","False","True","True","42.023149","-8.648166","Intermarché Valença","Costa da Ervilha","Valença","4930-632 Valença","pdv08738@mousquetaires.com","Inverno: 9h00 às 20h00 - Verão: 9h00 às 20h30 - ","251809300",FALSE
"Intermarché Super Viana do Castelo","8965","Viana do Castelo","https://www.intermarche.pt/lojas/viana-do-castelo/09099-viana-do-castelo/","True","True","True","False","41.679485","-8.766837","Intermarché Viana do Castelo","Lugar da Conchada - Mazarefes","Viana do Castelo","4935-443 Viana do Castelo","pdv09099@mousquetaires.com","Segunda a domingo: 8h30 – 20h30 (inverno) - Segunda e Domingo: 8h30 – 21h00 (verão) - ","258320010",FALSE
"Intermarché Super Alijó","8970","Alijó","https://www.intermarche.pt/lojas/vila-real/05724-alijo/","True","False","True","False","41.26963","-7.475587","Intermarché Alijó","Lugar da Tapada","Alijó","5070-090 Alijó","pdv05724@mousquetaires.com","Segunda e Domingo: 9h00 às 13h00 e das 14h30 às 20h00 - ","259950542",FALSE
"Intermarché Contact Mondim de Basto","8966","Mondim de Basto","https://www.intermarche.pt/lojas/vila-real/02217-mondim-de-basto/","True","False","True","False","41.406453","-7.95661","Intermarché Mondim de Basto","Rua da Quinta nº 183","Mondim de Basto","4880-258 Mondim de Basto","pdv02217@mousquetaires.com","Segunda a Domingo: 9h00 às 20h00 - ","255382368",FALSE
"Intermarché Contact Montalegre","8967","Montalegre","https://www.intermarche.pt/lojas/vila-real/07344-montalegre/","True","False","True","False","41.823757","-7.798296","Intermarché Montalegre","Av. Povo de Timor","Montalegre","5470-272 Montalegre","intermontalegre@outlook.pt","Segunda a Domingo: 9h00 às 20h00 - ","276510030",FALSE
"Intermarché Super Peso da Regua","8969","Peso da Regua","https://www.intermarche.pt/lojas/vila-real/07600-peso-da-regua/","True","False","True","False","41.162528","-7.803861","Intermarché Peso da Regua","Lugar do Salgueiral - Godim","Peso da Regua","5050-102 Peso da Regua","pdv07600@mousquetaires.com","8h30 às 21h00 - ","254324217",FALSE
"Intermarché Super Valpaços","8971","Valpaços","https://www.intermarche.pt/lojas/vila-real/01708-valpacos/","True","False","True","False","41.606679","-7.305462","Intermarché Valpaços","Lugar do Freixo","Valpaços","5430-424 Valpaços","pdv01708@mousquetaires.com","Segunda a Domingo: 9h00 às 13h00 e das 14h30 às 20h00 - ","278729454",FALSE
"Intermarché Contact Vila Pouca de Aguiar","8968","Vila Pouca de Aguiar","https://www.intermarche.pt/lojas/vila-real/02774-vila-pouca-de-aguiar/","True","False","True","True","41.492778","-7.645278","Intermarché Vila Pouca de Aguiar","Avenida Dr. Abílio Ribeiro - Lugar de Lameirões","Vila Pouca de Aguiar","5450-036 Vila Pouca de Aguiar","pdv02774@mousquetaires.com","De segunda a domingo: 9h00 às 20h00 - ","259417078",FALSE
"Intermarché Super Vila Real","8972","Vila Real","https://www.intermarche.pt/lojas/vila-real/05460-vila-real/","True","False","True","False","41.311272","-7.724282","Intermarché Vila Real","Quinta do Lameirão - Nossa Sª Conceição","Vila Real","5000-046 Vila Real","supervilareal@sapo.pt","Segunda a Domingo: 9h00 às 21h00 - ","259303000",FALSE
"Intermarché Contact Armamar","47599","Armamar","https://www.intermarche.pt/lojas/viseu/09081-armamar/","False","True","False","False","41.098983","-7.686172","Intermarché Armamar","Estrada Nacional 313 Travanca","Armamar","5110-166","pdv09081@mousquetaires.com","Segunda a Sexta: 9h00 às 20h00 - Sábado: 9h00 às 19h00 - Domingo: 9h30 – 13h00 / 15h00 – 19h00 - ","254249062",FALSE
"Intermarché Contact Carregal do Sal","8976","Carregal do Sal","https://www.intermarche.pt/lojas/viseu/05503-carregal-do-sal/","False","False","False","False","40.42457","-8.016061","Intermarché Carregal do Sal","Arruamento a Sul da Vila","Carregal do Sal","3430-039 Carregal do Sal","ecomarchecarregal@sapo.pt","Segunda a Domingo: 9h00 às 20h00 - ","232961830",FALSE
"Intermarché Super Castro Daire","8982","Castro Daire","https://www.intermarche.pt/lojas/viseu/05866-castro-daire/","True","False","True","True","40.897246","-7.928194","Intermarché Castro Daire","Av. 25 de Abril, nº5","Castro Daire","3600-124 Castro Daire","pdv05866@mousquetaires.com","Segunda a Domingo: 9h00 às 20h00 - ","232319120",FALSE
"Intermarché Super Cinfães","8983","Cinfães","https://www.intermarche.pt/lojas/viseu/09613-cinfaes/","True","False","True","False","41.074724","-8.09643","Intermarché Cinfães","Santo S. Sebastião","Cinfães","4690-089 Cinfães","pdv09613@mousquetaires.com","Segunda a Domingo: 9h00 às 20h00 - ","255560180",FALSE
"Intermarché Super Mangualde","8979","Mangualde","https://www.intermarche.pt/lojas/viseu/06902-mangualde/","False","False","False","False","40.6042252","-7.7714694","Intermarché Mangualde","Rua São João Bosco nº91","Mangualde","3530-137 Mangualde","intermarchemangualde@gmail.com","Segunda a domingo: 9h00 às 20h30 - ","232620300",FALSE
"Intermarché Contact Moimenta da Beira","8977","Moimenta da Beira","https://www.intermarche.pt/lojas/viseu/01209-moimenta-da-beira/","False","False","False","True","40.986389","-7.618889","Intermarché Moimenta da Beira","Covas do Bairro - Av. externato infante D. Henrique","Moimenta da Beira","3620-306 Moimenta da Beira","pdv01209@mousquetaires.com","Segunda a Domingo: 9h00 às 20h00 - ","254583510",TRUE
"Intermarché Contact Mortágua","8973","Mortágua","https://www.intermarche.pt/lojas/viseu/05423-mortagua/","True","False","True","False","40.401862","-8.224608","Intermarché Mortágua","Av. dos Bombeiros Voluntários","Mortágua","3450-122 Mortágua","supermortagua@gmail.com","Todos os dias: 8h30 às 20h00 - ","231927000",FALSE
"Intermarché Super Nelas","8984","Nelas","https://www.intermarche.pt/lojas/viseu/03498-nelas/","True","True","True","False","40.538889","-7.855278","Intermarché Nelas","Vale de Senhorim","Nelas","3520-045 Nelas","pdv03498@mousquetaires.com","Segunda a Domingo: 9h00 às 20h30 - ","232940679",FALSE
"Intermarché Super Oliveira de Frades","8985","Oliveira de Frades","https://www.intermarche.pt/lojas/viseu/06869-oliveira-de-frades/","True","False","True","False","40.720054","-8.179552","Intermarché Oliveira de Frades","Sitio dos Piteiros","Oliveira de Frades","3680-112 Oliveira de Frades","superfrades@gmail.com","Segunda a domingo: 8h00 às 20h00 - ","232762403",FALSE
"Intermarché Contact Penalva do Castelo","8978","Penalva do Castelo","https://www.intermarche.pt/lojas/viseu/08063-penalva-do-castelo/","False","False","False","False","40.669634","-7.709968","Intermarché Penalva do Castelo","Lugar do Calvario EN 329","Penalva do Castelo","3550-167 Penalva do Castelo","pdv08063@mousquetaires.com","Segunda a Domingo: 9h00 às 20h00 - ","232640090",FALSE
"Intermarché Super Rio de Loba - Viseu","8981","Rio de Loba - Viseu","https://www.intermarche.pt/lojas/viseu/06171-rio-de-loba-viseu/","True","False","True","False","40.646682","-7.872637","Intermarché Rio de Loba - Viseu","Rua da Ribeira - Póvoa de Sobrinhos","Rio de Loba - Viseu","3505-487 Viseu","superviseu@sapo.pt","Segunda a Domingo: 9h00 às 21h00 - ","232457300",FALSE
"Intermarché Contact Santa Comba Dão","8975","Santa Comba Dão","https://www.intermarche.pt/lojas/viseu/06220-santa-comba-dao/","True","False","True","False","40.4033623","-8.12943","Intermarché Santa Comba Dão","Av. Santo Estevão nº20","Santa Comba Dão","3440-323 Santa Comba Dão","supercombadao@sapo.pt","Segunda a Sábado: 8h30 às 20h30 - Domingo: 8h30 às 20h00 - ","232882126",FALSE
"Intermarché Contact São João da Pesqueira","59846","São João da Pesqueira","https://www.intermarche.pt/lojas/viseu/09650-sao-joao-da-pesqueira/","True","False","True","False","41.145566581944635","-7.411353795064429","Intermarché São João da Pesqueira","Avenida João do Nascimento Costa","São João Da Pesqueira","5130-369","pdv09650@mousquetaires.com","De Segunda a Sábado: 9h00 às 13h00 e das 14h30 às 19h30 (inverno) - De Segunda a Sábado: 9h00 às 20h00 (verão) - Domingos e feriados: 9h00 às 13h00 e das 14h30 às 19h30 (todo o ano) - ","254 247 240",FALSE
"Intermarché Contact São Pedro do Sul","8974","São Pedro do Sul","https://www.intermarche.pt/lojas/viseu/01211-sao-pedro-do-sul/","True","False","True","False","40.753638","-8.070048","Intermarché São Pedro do Sul","Quinta da casa da Pedra Azul","São Pedro do Sul","3660-683 São Pedro do Sul","distripedro@gmail.com","Segunda a domingo: 8h30 às 21h00 (verão) - Segunda a domingo: 9h00 às 20h00 (inverno) - ","232720330",FALSE
"Intermarché Super Sátão","8986","Sátão","https://www.intermarche.pt/lojas/viseu/08174-satao/","True","False","True","False","40.745006","-7.736446","Intermarché Sátão","Rua Cidade de lescar","Sátão","3560-196 Sátão","pdv08174@mousquetaires.com","Segunda a Domingo: 8h30 às 20h30 - ","232980110",FALSE
"Intermarché Super Tondela","8980","Tondela","https://www.intermarche.pt/lojas/viseu/07920-tondela/","False","False","False","False","40.520467","-8.085648","Intermarché Tondela","Av. D. Branca Colaço nº 210","Tondela","3460-546 Tondela","pdv07920@mousquetaires.com","Segunda a Domingo: 8h30 às 20h30 - ","232813652",FALSE
